year,gender,hs.type,hs.location,hs.score,math,history,science,spanish,toeic
2010,female,semiprivate,capital_city,620,756,587,569,626,353
2008,female,private,other_region,764,702,678,0,629,353
2007,female,public,capital_city,661,701,745,0,678,493
2010,male,private,other_region,744,850,788,657,682,353
2010,male,private,capital_city,661,774,626,622,700,353
2007,male,public,capital_city,620,806,691,0,706,353
2009,female,public,capital_city,702,688,0,624,713,353
2007,male,private,other_region,764,763,819,0,723,353
2008,male,semiprivate,capital_city,661,800,0,757,567,350
2009,female,semiprivate,other_region,641,763,575,685,600,350
2009,male,semiprivate,capital_city,702,800,432,557,600,350
2008,male,semiprivate,capital_city,702,695,529,662,618,350
2007,female,semiprivate,capital_city,702,705,592,0,629,350
2007,male,private,capital_city,620,850,613,682,629,350
2009,female,semiprivate,other_region,723,748,669,0,638,350
2008,male,private,capital_city,661,727,769,569,653,350
2010,male,private,capital_city,723,737,587,635,659,350
2007,male,semiprivate,capital_city,723,713,0,659,668,350
2007,female,public,capital_city,744,681,684,668,699,350
2009,female,semiprivate,capital_city,764,724,726,557,735,350
2005,female,private,capital_city,744,713,494,608,635,348
2010,male,public,capital_city,620,812,664,596,626,347
2010,male,semiprivate,capital_city,682,756,744,0,633,347
2010,female,public,capital_city,784,630,0,625,639,347
2010,female,private,capital_city,744,756,0,664,639,347
2008,female,semiprivate,capital_city,723,702,576,640,667,347
2008,female,semiprivate,capital_city,764,708,0,605,689,347
2008,male,semiprivate,capital_city,764,727,633,619,726,347
2010,male,private,capital_city,702,756,689,548,592,343
2010,male,private,other_region,661,812,0,741,626,343
2007,female,semiprivate,capital_city,682,719,623,0,629,343
2009,male,private,capital_city,682,776,0,704,631,343
2007,female,private,capital_city,723,671,0,663,648,343
2008,male,semiprivate,capital_city,723,761,553,580,648,343
2008,male,semiprivate,other_region,682,761,572,548,681,343
2010,male,public,capital_city,579,774,819,0,700,343
2009,female,public,capital_city,702,666,681,565,735,343
2007,male,private,capital_city,723,713,684,0,771,343
2007,female,semiprivate,capital_city,723,682,658,0,774,343
2009,male,semiprivate,other_region,702,715,0,645,774,343
2005,female,private,capital_city,682,725,569,641,642,341
2010,female,public,capital_city,785,630,649,0,576,340
2009,male,public,capital_city,620,825,745,0,650,340
2007,male,public,capital_city,661,806,0,613,661,340
2007,male,private,other_region,579,735,0,645,663,340
2009,male,public,capital_city,599,724,773,0,686,340
2007,female,public,capital_city,744,671,586,722,691,340
2008,female,semiprivate,capital_city,661,806,744,0,706,340
2005,female,private,capital_city,599,767,696,630,650,339
2007,male,private,other_region,682,728,0,624,613,337
2009,female,semiprivate,other_region,764,763,594,0,631,337
2008,male,semiprivate,capital_city,743,645,660,0,633,337
2008,male,semiprivate,other_region,682,716,543,595,635,337
2007,female,semiprivate,other_region,743,705,623,587,636,337
2007,female,private,other_region,723,705,724,0,641,337
2009,male,semiprivate,other_region,744,708,0,578,657,337
2010,female,semiprivate,capital_city,661,706,0,684,659,337
2007,female,semiprivate,other_region,805,661,677,0,661,337
2008,female,semiprivate,capital_city,744,695,595,548,674,337
2009,female,semiprivate,capital_city,682,724,0,710,713,337
2007,male,semiprivate,capital_city,723,682,734,0,747,337
2008,female,semiprivate,capital_city,723,708,652,716,784,337
2010,female,semiprivate,capital_city,702,669,0,614,674,333
2010,male,semiprivate,capital_city,764,678,735,607,710,333
2009,male,semiprivate,capital_city,743,671,789,0,713,333
2008,female,semiprivate,capital_city,764,695,0,679,716,333
2009,female,private,capital_city,744,724,663,0,735,333
2010,male,semiprivate,capital_city,723,774,636,657,784,333
2008,female,semiprivate,capital_city,764,716,0,616,598,330
2007,female,semiprivate,capital_city,723,671,516,659,607,330
2008,male,public,capital_city,744,761,796,0,641,330
2009,male,public,other_region,805,701,627,645,657,330
2009,female,semiprivate,other_region,764,724,528,645,670,330
2008,male,private,capital_city,620,708,724,0,674,330
2009,female,semiprivate,other_region,785,688,613,630,686,330
2010,male,private,other_region,702,694,834,0,691,330
2010,male,private,other_region,702,774,788,585,691,330
2009,male,public,capital_city,661,763,608,680,704,330
2007,female,private,capital_city,702,708,688,603,713,330
2010,male,semiprivate,capital_city,702,756,0,703,547,327
2009,male,public,capital_city,682,763,0,581,571,327
2010,female,private,capital_city,620,737,0,635,576,327
2007,female,semiprivate,capital_city,785,631,684,0,581,327
2009,male,private,capital_city,744,664,640,607,614,327
2007,female,public,capital_city,702,719,582,0,629,327
2007,male,semiprivate,capital_city,641,708,0,751,648,617
2007,male,public,capital_city,682,719,735,663,661,327
2008,male,semiprivate,capital_city,621,761,684,0,689,327
2010,male,semiprivate,capital_city,662,831,645,505,691,327
2010,male,semiprivate,capital_city,744,737,0,727,743,327
2008,male,public,capital_city,641,828,769,0,747,327
2007,female,semiprivate,capital_city,785,763,670,594,757,327
2007,male,public,capital_city,702,681,767,0,771,327
2007,female,private,capital_city,744,681,714,553,779,327
2007,male,private,other_region,744,763,850,0,831,327
2007,female,private,capital_city,723,728,646,571,551,440
2007,male,semiprivate,capital_city,723,681,0,647,557,323
2009,female,public,capital_city,805,648,663,547,581,323
2008,female,private,other_region,682,761,497,569,583,323
2008,male,semiprivate,capital_city,558,828,642,0,589,323
2008,female,semiprivate,other_region,744,708,618,670,608,323
2007,male,public,other_region,764,681,746,0,618,323
2008,male,public,capital_city,723,716,0,572,624,323
2007,female,semiprivate,other_region,764,728,597,539,655,323
2008,female,public,capital_city,661,761,0,647,660,323
2007,female,semiprivate,capital_city,785,705,567,672,668,323
2010,female,semiprivate,capital_city,661,688,0,668,674,323
2008,female,semiprivate,other_region,744,677,604,644,681,323
2010,male,private,capital_city,661,774,744,0,691,323
2008,male,semiprivate,other_region,702,739,705,644,716,323
2007,female,semiprivate,capital_city,641,806,692,475,771,323
2005,male,public,capital_city,579,718,772,0,792,322
2008,female,private,capital_city,682,756,682,657,614,320
2007,female,semiprivate,capital_city,744,661,634,587,618,320
2008,female,public,other_region,702,634,617,548,620,320
2008,female,private,capital_city,723,727,572,629,629,320
2009,female,semiprivate,other_region,764,688,658,616,638,320
2007,female,semiprivate,capital_city,702,738,699,613,641,320
2008,male,semiprivate,capital_city,723,688,0,679,660,320
2007,male,private,other_region,620,705,724,0,668,320
2010,female,public,capital_city,641,718,0,672,682,320
2008,female,semiprivate,other_region,744,671,754,595,696,320
2010,male,private,capital_city,620,812,727,638,710,320
2009,male,semiprivate,capital_city,744,701,617,704,713,320
2007,male,semiprivate,capital_city,723,686,0,708,717,320
2008,male,semiprivate,capital_city,558,806,0,595,603,317
2009,female,semiprivate,capital_city,764,677,581,0,605,317
2008,female,semiprivate,other_region,785,640,0,560,696,317
2008,male,public,capital_city,702,682,586,683,696,317
2010,male,private,capital_city,682,706,744,0,700,317
2007,male,semiprivate,capital_city,723,713,0,591,541,313
2007,male,public,other_region,784,671,706,0,602,313
2008,female,semiprivate,capital_city,702,657,674,584,615,313
2008,male,private,capital_city,641,688,658,660,620,313
2008,male,public,capital_city,620,739,0,714,653,313
2007,female,private,capital_city,702,806,657,729,737,313
2007,male,semiprivate,capital_city,661,763,815,0,771,313
2010,male,public,other_region,723,718,701,715,776,313
2007,male,private,capital_city,723,671,657,0,596,310
2007,female,semiprivate,other_region,682,750,634,575,618,310
2010,female,semiprivate,other_region,682,793,0,622,633,310
2007,male,semiprivate,capital_city,723,671,699,620,661,310
2009,male,semiprivate,capital_city,703,682,735,0,663,310
2008,male,public,capital_city,538,806,754,584,736,310
2007,female,private,capital_city,723,681,552,624,592,307
2007,male,semiprivate,other_region,785,666,617,539,596,307
2008,female,public,capital_city,641,806,0,670,624,307
2008,male,private,other_region,744,708,659,623,635,307
2008,male,public,capital_city,641,724,0,624,650,307
2007,male,semiprivate,capital_city,702,713,634,655,655,307
2007,male,private,capital_city,744,785,0,620,699,307
2009,female,semiprivate,capital_city,744,701,0,565,774,307
2009,male,semiprivate,capital_city,620,763,0,592,595,303
2009,male,public,other_region,805,776,694,459,595,303
2008,male,semiprivate,capital_city,682,783,0,679,608,303
2010,female,public,capital_city,744,652,640,528,626,303
2010,female,public,capital_city,682,694,649,0,659,303
2007,female,semiprivate,capital_city,764,669,613,0,667,303
2008,male,public,capital_city,620,828,744,576,706,303
2008,male,semiprivate,capital_city,682,702,664,0,603,300
2007,female,semiprivate,capital_city,723,728,0,594,607,417
2010,male,public,other_region,599,737,0,703,608,300
2008,female,public,other_region,764,708,637,592,618,300
2007,male,semiprivate,capital_city,702,702,0,743,635,300
2010,female,private,capital_city,620,831,613,603,667,300
2010,female,semiprivate,capital_city,682,718,0,680,691,300
2007,male,semiprivate,capital_city,723,750,663,639,707,300
2008,female,public,capital_city,682,739,628,0,736,300
2007,female,semiprivate,capital_city,785,705,0,624,747,300
2008,male,public,other_region,580,806,582,651,556,297
2008,male,semiprivate,capital_city,661,739,705,735,635,297
2008,male,semiprivate,capital_city,723,682,0,667,641,297
2008,female,semiprivate,capital_city,744,667,642,0,648,297
2008,male,public,capital_city,538,774,0,693,659,297
2009,male,semiprivate,capital_city,743,708,681,0,663,297
2008,female,semiprivate,capital_city,682,688,671,647,716,297
2007,female,semiprivate,capital_city,702,699,607,598,613,293
2008,male,semiprivate,capital_city,682,664,772,0,626,293
2007,male,private,capital_city,723,774,670,652,645,293
2008,female,semiprivate,capital_city,723,708,0,697,648,553
2008,male,semiprivate,capital_city,661,682,701,0,650,293
2009,female,semiprivate,capital_city,723,677,0,641,663,293
2010,male,private,capital_city,682,812,717,0,667,293
2010,female,public,capital_city,702,673,0,600,674,293
2008,female,semiprivate,capital_city,702,695,623,658,696,293
2007,female,semiprivate,capital_city,744,705,0,677,727,293
2010,male,private,capital_city,661,812,527,625,542,290
2010,female,private,capital_city,620,737,0,617,597,290
2007,female,public,capital_city,682,728,0,692,636,290
2007,female,semiprivate,other_region,702,675,699,575,661,290
2010,male,semiprivate,capital_city,743,664,670,0,674,290
2009,female,semiprivate,capital_city,744,748,575,600,686,290
2010,male,semiprivate,capital_city,744,678,735,0,732,290
2008,male,semiprivate,capital_city,662,806,0,613,574,287
2007,female,private,capital_city,764,713,692,0,586,287
2008,female,semiprivate,capital_city,723,682,0,645,600,287
2008,female,semiprivate,capital_city,641,727,0,651,618,287
2008,male,semiprivate,capital_city,702,695,0,626,653,287
2007,male,public,capital_city,702,728,735,0,661,287
2009,male,semiprivate,other_region,744,708,0,672,663,287
2010,male,private,other_region,620,718,630,592,667,287
2008,female,private,other_region,579,828,648,0,674,287
2007,male,private,capital_city,702,719,724,0,727,287
2009,male,public,capital_city,599,763,669,0,615,283
2007,male,private,capital_city,723,785,0,682,648,283
2007,male,semiprivate,capital_city,599,806,699,528,668,283
2008,male,semiprivate,capital_city,682,702,595,552,689,283
2007,female,semiprivate,capital_city,702,701,701,614,710,283
2010,male,private,capital_city,599,718,0,664,710,283
2007,female,private,capital_city,682,640,659,0,560,280
2007,male,public,capital_city,620,774,0,684,651,280
2010,male,semiprivate,capital_city,682,774,613,703,667,280
2008,female,private,capital_city,703,716,613,735,747,280
2008,female,semiprivate,other_region,723,682,648,651,681,277
2008,female,semiprivate,capital_city,723,739,648,534,681,277
2008,male,semiprivate,other_region,682,682,836,0,736,277
2008,female,semiprivate,other_region,764,677,0,572,564,273
2008,male,private,capital_city,723,682,633,0,615,273
2007,female,public,capital_city,744,652,640,528,626,273
2007,female,semiprivate,capital_city,703,713,724,0,683,273
2007,male,private,capital_city,744,806,617,636,636,270
2008,male,public,other_region,785,677,754,655,667,270
2008,male,semiprivate,capital_city,641,716,664,0,716,270
2010,male,semiprivate,capital_city,558,774,0,660,576,267
2010,female,private,other_region,723,737,0,628,592,267
2010,male,public,other_region,784,737,677,517,603,267
2009,female,public,capital_city,661,724,669,537,605,267
2010,female,public,capital_city,661,682,0,689,710,267
2008,male,public,capital_city,641,622,850,0,713,267
2009,male,semiprivate,capital_city,599,776,0,630,747,267
2008,female,semiprivate,other_region,785,716,0,616,579,263
2010,male,public,other_region,764,648,537,564,645,263
2010,male,semiprivate,capital_city,579,812,0,660,645,263
2008,male,semiprivate,capital_city,784,661,754,0,660,263
2010,male,semiprivate,capital_city,682,737,537,589,567,260
2010,male,private,capital_city,620,774,744,0,651,260
2008,male,private,capital_city,641,783,0,667,648,257
2008,female,public,capital_city,682,702,595,679,660,257
2008,female,semiprivate,capital_city,702,688,0,688,689,257
2009,male,semiprivate,capital_city,599,800,590,578,704,257
2008,female,semiprivate,capital_city,682,774,617,573,597,253
2008,female,semiprivate,other_region,744,688,535,569,613,253
2008,male,public,other_region,641,761,697,0,624,253
2010,female,public,capital_city,620,756,0,721,645,253
2007,male,semiprivate,capital_city,641,699,746,0,655,253
2010,female,semiprivate,capital_city,702,688,636,569,592,250
2008,female,semiprivate,capital_city,702,695,623,0,624,250
2007,male,public,capital_city,764,713,699,0,727,247
2007,male,semiprivate,capital_city,682,763,0,642,699,243
2010,female,private,capital_city,558,774,757,0,754,243
2010,male,semiprivate,other_region,702,812,0,631,587,237
2010,female,public,capital_city,538,793,0,721,754,237
2007,male,semiprivate,capital_city,723,785,0,539,561,233
2008,male,public,capital_city,496,806,623,0,706,233
2008,male,public,capital_city,620,761,0,683,593,230
2008,male,public,capital_city,538,828,0,629,674,230
2010,male,semiprivate,capital_city,662,756,670,0,721,227
2010,female,private,capital_city,702,756,622,664,651,223
2008,male,private,capital_city,620,701,708,0,659,223
2009,male,public,capital_city,682,735,590,649,609,217
2005,male,semiprivate,capital_city,661,713,558,682,628,217
2008,female,semiprivate,capital_city,744,682,559,0,648,217
2007,male,public,capital_city,682,671,699,598,661,217
2005,male,private,capital_city,702,667,827,665,735,600
2008,male,public,capital_city,620,739,582,605,747,217
2005,male,private,capital_city,661,702,757,0,723,568.7
